Family;ScientificName;Author;Collector;centroid_Longitude;centroid_Latitude;Elevation;Date;Location;Description;Herbarium;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck;popup;spaced_Longitude;spaced_Latitude;Source;Page;rid
Cyperaceae;Pycreus sulcinux;C. B. Clarke.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In dry sandy soil;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Pycreus sulcinux</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : C. B. Clarke.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351503732861;12,1095934197201;C. B. Clarke;1.82;1069
Cyperaceae;Cyperus haspan;Linn.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;In rice fields;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Cyperus haspan</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Linn.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,305900142495;11,9783137892867;C. B. Clarke;1.82;1070
Cyperaceae;Mariscus albescens;Gaud.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;Near the sea, on rocks as in swamps;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Mariscus albescens</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Gaud.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,325868098386;11,9783137892867;C. B. Clarke;1.82-1.83;1071
Cyperaceae;Mariscus microcephalus;Presl.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In plains near the sea;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Mariscus microcephalus</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Presl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,346804841231;12,1004847147776;C. B. Clarke;1.83-1.84;1072
Cyperaceae;Eleocharis capitata;R. Br.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In rice fields;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eleocharis capitata</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : R. Br.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350680232029;12,1098786887763;C. B. Clarke;1.84;1073
Cyperaceae;Eleocharis chaetaria;Roem. Et Sch.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;Usually in rice fields;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eleocharis chaetaria</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Roem. Et Sch.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,345836054276;11,9783137892867;C. B. Clarke;1.84-1.85;1074
Cyperaceae;Eleocharis equisetina;Presl.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In rice fields;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eleocharis equisetina</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Presl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351009632362;12,1098786887763;C. B. Clarke;1.85;1075
Cyperaceae;Fimbristylis diphylla;Vahl.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In dry clayey soil near the sea;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis diphylla</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Vahl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351339032695;12,1098786887763;C. B. Clarke;1.85-1.86;1076
Cyperaceae;Fimbristylis sericca;R. Br.;Johannes Schmidt;102,301333982112;12,0538104340715;NA;NA;Klong Prao;On the sandy sea shore;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis sericca</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : R. Br.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,297128849618;12,0466831106182;C. B. Clarke;1.86-1.87;1077
Cyperaceae;Fimbristylis hookeriana;Boeck.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;On rocks in the jungle. Endemic.;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis hookeriana</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Boeck.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347296407182;12,1004847147776;C. B. Clarke;1.87;1078
Cyperaceae;Fimbristylis spathacea;Roth.;Johannes Schmidt;102,371235554849;12,0127979088303;NA;NA;Klong Sarlakpet;In humid plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis spathacea</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Roth.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,378580870319;12,0018128748523;C. B. Clarke;1.87;1079
Cyperaceae;Fimbristylis polytrichoides;Vahl.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;In rice fields and in more dry places;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis polytrichoides</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Vahl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,365804010166;11,9783137892867;C. B. Clarke;1.88;1080
Cyperaceae;Fimbristylis ferruginea;Vahl.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;In rice fields and swamps near the sea;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis ferruginea</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Vahl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,405739921946;11,9783137892867;C. B. Clarke;1.88-1.89;1081
Cyperaceae;Fimbristylis miliacea;Vahl.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In rice fields;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis miliacea</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Vahl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347787973133;12,1004847147776;C. B. Clarke;1.89;1082
Cyperaceae;Fimbristylis cymosa;R. Brown.;Johannes Schmidt;102,526215871613;11,8415456880289;NA;NA;Koh Kahdat;Sandy sea shore;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fimbristylis cymosa</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : R. Brown.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,526611268935;11,8337619840228;C. B. Clarke;1.89-1.90;1083
Cyperaceae;Fuirena glomerata;Lam.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In humid plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Fuirena glomerata</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Lam.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,348279539084;12,1004847147776;C. B. Clarke;1.90-1.91;1084
Cyperaceae;Rynchospora aurea;Vahl.;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;In waterhole;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Rynchospora aurea</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Vahl.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,290939585001;12,1218226678584;C. B. Clarke;1.91;1085
Cyperaceae;Remirea maritima;Aublet.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;On sandy sea shore;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Remirea maritima</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Aublet.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,425707877837;11,9783137892867;C. B. Clarke;1.92;1086
Cyperaceae;Hypolytrum latifolium;L. C. Rich.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;Riverbanks in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Hypolytrum latifolium</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : L. C. Rich.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,345575926353;12,1009104233788;C. B. Clarke;1.92-1.93;1087
Cyperaceae;Hypolytrum latifolium;L. C. Rich.;Johannes Schmidt;102,366226254516;12,0582156091166;NA;NA;Klong Majum;Riverbanks in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Hypolytrum latifolium</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : L. C. Rich.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,359412008679;12,0470939100035;C. B. Clarke;1.92-1.93;1088
Cyperaceae;Scleria multifoliata;Boeck.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;Riverbanks in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Scleria multifoliata</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Boeck.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,346067492304;12,1009104233788;C. B. Clarke;1.93;1089
Cyperaceae;Scleria levis;Retz.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Scleria levis</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Retz.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,346559058255;12,1009104233788;C. B. Clarke;1.93-1.94;1090
Cyperaceae;Carex indica;Linn.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Carex indica</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Linn.</li>
	<li>Elevation: 0-200 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347050624206;12,1009104233788;C. B. Clarke;1.94;1091
Cyperaceae;Carex indica;Linn.;Johannes Schmidt;102,366226254516;12,0582156091166;NA;NA;Klong Majum;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Carex indica</i></li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Linn.</li>
	<li>Elevation: 0-200 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,360728094408;12,0470939100035;C. B. Clarke;1.94;1092
Gramineae;Coix lacryma;L. Spec.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Coix lacryma</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Spec.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351668433028;12,1098786887763;E. Hackel;1.95;1093
Gramineae;Dimeria ornithopoda var. tenera;Hack.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In rice fields;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Dimeria ornithopoda var. tenera</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Hack.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350186131530;12,1101639578324;E. Hackel;1.95;1094
Gramineae;Imperata arundinacea var. koenigii;Benth.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;In plains, on sea shore in Koh Kahdat. Variety: tenera (Hack.);Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Imperata arundinacea var. koenigii</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Benth.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,445675833727;11,9783137892867;E. Hackel;1.95;1095
Gramineae;Pogonatherum saccharoideum var. monandrum;Hack.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;On rocks in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Pogonatherum saccharoideum var. monandrum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Hack.</li>
	<li>Elevation: 0-700 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347542190157;12,1009104233788;E. Hackel;1.95;1096
Gramineae;Ischaemum muticum;L. Spec.;Johannes Schmidt;102,301333982112;12,0538104340715;NA;NA;Klong Prao;On sandy sea shores;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Ischaemum muticum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Spec.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,299253717159;12,0466831106182;E. Hackel;1.95;1097
Gramineae;Ischaemum muticum;L. Spec.;Johannes Schmidt;102,526215871613;11,8415456880289;NA;NA;Koh Kahdat;On sandy sea shores;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Ischaemum muticum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Spec.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,528417225158;11,8337619840228;E. Hackel;1.95;1098
Gramineae;Andropogon sorghum var. vulgaris;Hack.;Johannes Schmidt;102,371235554849;12,0127979088303;NA;NA;Klong Sarlakpet;In open places near the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Andropogon sorghum var. vulgaris</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Hack.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,373667509698;12,0030286163140;E. Hackel;1.96;1099
Gramineae;Thysanolaena acarifera;Arn. & Nees;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In the edge of the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Thysanolaena acarifera</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Arn. & Nees</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350515531863;12,1101639578324;E. Hackel;1.96;1100
Gramineae;Paspalum scrobiculatum;L. Mant.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In sandy places;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Paspalum scrobiculatum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Mant.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350844932196;12,1101639578324;E. Hackel;1.96;1101
Gramineae;Paspalum longifolium;Roxb.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Paspalum longifolium</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351174332529;12,1101639578324;E. Hackel;1.96;1102
Gramineae;Paspalum distichum;L. Mant.;Johannes Schmidt;NA;NA;NA;NA;East Coast;In sandy shores or mangrove swamps;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Paspalum distichum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Mant.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;E. Hackel;1.96;1103
Gramineae;Paspalum distichum;L. Mant.;Johannes Schmidt;102,301333982112;12,0538104340715;NA;NA;Klong Prao;In sandy shores or mangrove swamps;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Paspalum distichum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Mant.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,296066415848;12,0485232998881;E. Hackel;1.96;1104
Gramineae;Paspalum distichum;L. Mant.;Johannes Schmidt;102,395449702513;12,1704945135415;NA;NA;Lem Ngob;In sandy shores or mangrove swamps;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Paspalum distichum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Mant.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,394966805546;12,1676368392420;E. Hackel;1.96;1105
Gramineae;Isachne miliacea;Roth.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Isachne miliacea</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Roth.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351503732861;12,1101639578324;E. Hackel;1.96;1106
Gramineae;Isachne miliacea var. dispar.;NA;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In moist places;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Isachne miliacea var. dispar.</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351833133194;12,1101639578324;E. Hackel;1.96;1107
Gramineae;Isachne schmidtii;Hack.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;On riverbanks in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Isachne schmidtii</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Hack.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,348033756108;12,1009104233788;E. Hackel;1.97;1108
Gramineae;Panicum sanguinale var. timorense;L.;Johannes Schmidt;102,301333982112;12,0538104340715;NA;NA;Klong Prao;On sandy sea shores;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum sanguinale var. timorense</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,298191283388;12,0485232998881;E. Hackel;1.97;1109
Gramineae;Panicum heteranthum;Nees;Johannes Schmidt;NA;NA;NA;NA;Rayong;On sandy sea shores;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum heteranthum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Nees</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;E. Hackel;1.97;1110
Gramineae;Panicum colonum;L.;Johannes Schmidt;NA;NA;NA;NA;Koh Kong;In dry sandy places;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum colonum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;E. Hackel;1.97;1111
Gramineae;Panicum indicum;L. Mant.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In moist places;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum indicum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : L. Mant.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,352162533527;12,1101639578324;E. Hackel;1.98;1112
Gramineae;Panicum interruptum;Willd.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In pools and ditches;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum interruptum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Willd.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350021431364;12,1104492268885;E. Hackel;1.98;1113
Gramineae;Panicum ridleyi;Hack.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum ridleyi</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Hack.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,348525322059;12,1009104233788;E. Hackel;1.98;1114
Gramineae;Panicum ovalifolium;Poir.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum ovalifolium</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Poir.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,349016888010;12,1009104233788;E. Hackel;1.98;1115
Gramineae;Panicum sarmentosum;Roxb.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;On riverbanks;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum sarmentosum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350350831697;12,1104492268885;E. Hackel;1.98-1.99;1116
Gramineae;Panicum trigonum;Retz.;Johannes Schmidt;102,366226254516;12,0582156091166;600;NA;Klong Majum;In dry riverbed;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum trigonum</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Retz.</li>
	<li>Elevation: 600 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,362044180136;12,0470939100035;E. Hackel;1.99;1117
Gramineae;Panicum pilipes;Nees & Arn.;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum pilipes</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Nees & Arn.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,287315752021;12,1227193339785;E. Hackel;1.99;1118
Gramineae;Panicum schmidtii;Hack.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Panicum schmidtii</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Hack.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,345821709329;12,1013361319800;E. Hackel;1.99;1119
Gramineae;Ichnanthus pallens;Munro;Johannes Schmidt;102,366226254516;12,0582156091166;600;NA;Klong Majum;In riverbed;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Ichnanthus pallens</i></li>
	<li>Family   : Gramineae</li>
	<li>Author   : Munro</li>
	<li>Elevation: 600 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,360070051543;12,0482336736778;E. Hackel;1.99;1120
